month,data
0,-5.662018299102783
1,-3.8577041625976562
2,0.05168289691209793
3,5.926177024841309
4,11.95919418334961
5,16.916400909423828
6,19.666900634765625
7,18.69156837463379
8,14.496589660644531
9,7.980857849121094
10,0.6838346719741821
11,-4.223825931549072
